cassava4.1_000001m	GO:0008270,GO:0004842
cassava4.1_026648m	GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021
cassava4.1_026649m	GO:0003824
cassava4.1_026650m	GO:0005515
cassava4.1_026651m	
cassava4.1_026652m	
cassava4.1_026653m	GO:0000228,GO:0005515
cassava4.1_026654m	
cassava4.1_026655m	
cassava4.1_026656m	GO:0003676,GO:0008270
cassava4.1_026657m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_026658m	GO:0008270,GO:0005622
cassava4.1_026659m	
cassava4.1_026660m	GO:0005515
cassava4.1_026661m	GO:0016788,GO:0006629
cassava4.1_026662m	GO:0003677
cassava4.1_026663m	GO:0004674
cassava4.1_026664m	GO:0005783
cassava4.1_026665m	GO:0016020
cassava4.1_026666m	GO:0008270,GO:0005622
cassava4.1_026667m	GO:0003677
cassava4.1_026668m	
cassava4.1_026669m	GO:0006464,GO:0015031
cassava4.1_026670m	GO:0015450,GO:0015031,GO:0016020
cassava4.1_026671m	GO:0003824,GO:0008152
cassava4.1_026672m	GO:0005515,GO:0004672,GO:0005524,GO:0006468
cassava4.1_026673m	
cassava4.1_026674m	
cassava4.1_026675m	GO:0007165,GO:0005515,GO:0005622,GO:0045087,GO:0031224,GO:0004888
cassava4.1_026676m	GO:0016192
cassava4.1_026677m	GO:0016881
cassava4.1_026678m	GO:0016787,GO:0008152
cassava4.1_026679m	
cassava4.1_026680m	GO:0006397,GO:0005634
cassava4.1_026681m	GO:0008308,GO:0006820,GO:0044070,GO:0055085,GO:0005741
cassava4.1_026682m	
cassava4.1_026683m	
cassava4.1_026684m	
cassava4.1_026685m	GO:0005515
cassava4.1_026686m	GO:0005515
cassava4.1_026687m	
cassava4.1_026688m	GO:0022857,GO:0055085,GO:0016021
cassava4.1_026689m	
cassava4.1_026690m	
cassava4.1_026691m	GO:0004650,GO:0005975
cassava4.1_026693m	
cassava4.1_026694m	
cassava4.1_026695m	GO:0003677
cassava4.1_026696m	
cassava4.1_026697m	GO:0006468,GO:0005524,GO:0004672
cassava4.1_026698m	
cassava4.1_026699m	GO:0045735
cassava4.1_026700m	
cassava4.1_026701m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_026702m	GO:0016788,GO:0006629
cassava4.1_026703m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_026704m	GO:0006468,GO:0005524,GO:0004672
cassava4.1_026705m	GO:0003700,GO:0006355
cassava4.1_026706m	GO:0051082,GO:0006457
cassava4.1_026707m	GO:0005515
cassava4.1_026708m	GO:0045735
cassava4.1_026709m	GO:0005515,GO:0003824,GO:0008152
cassava4.1_026710m	GO:0003677,GO:0006355
cassava4.1_026711m	
cassava4.1_026712m	GO:0005525,GO:0007264,GO:0005622
cassava4.1_026714m	
cassava4.1_026715m	
cassava4.1_026716m	GO:0005515
cassava4.1_026717m	
cassava4.1_026718m	GO:0007017,GO:0005875
cassava4.1_026719m	GO:0016491,GO:0008152,GO:0055114
cassava4.1_026720m	
cassava4.1_026721m	GO:0055114,GO:0016491,GO:0008152
cassava4.1_026722m	GO:0030599,GO:0042545,GO:0005618
cassava4.1_026723m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_026724m	GO:0004356,GO:0006807,GO:0003824,GO:0008152
cassava4.1_026725m	GO:0005515
cassava4.1_026726m	GO:0008270
cassava4.1_026727m	GO:0005515,GO:0004842,GO:0016567,GO:0000151
cassava4.1_026728m	
cassava4.1_026729m	GO:0000166,GO:0046872,GO:0003824,GO:0008152
cassava4.1_026731m	
cassava4.1_026732m	GO:0004553,GO:0005975
cassava4.1_026733m	GO:0005524,GO:0016887
cassava4.1_026734m	
cassava4.1_026735m	GO:0004252,GO:0006508,GO:0042802,GO:0043086
cassava4.1_026736m	GO:0008270,GO:0005622,GO:0005515
cassava4.1_026737m	
cassava4.1_026738m	
cassava4.1_026739m	
cassava4.1_026740m	
cassava4.1_026741m	
cassava4.1_026742m	GO:0005515
cassava4.1_026743m	
cassava4.1_026744m	
cassava4.1_026745m	
cassava4.1_026746m	
cassava4.1_026747m	
cassava4.1_026748m	GO:0005515
cassava4.1_026749m	GO:0030528,GO:0006355
cassava4.1_026750m	GO:0003676,GO:0008270
cassava4.1_026751m	GO:0005515
cassava4.1_026752m	
cassava4.1_026753m	GO:0003676
cassava4.1_026754m	
cassava4.1_026755m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_026756m	GO:0005515
cassava4.1_026757m	
cassava4.1_026758m	
cassava4.1_026759m	GO:0003677,GO:0006355
cassava4.1_026760m	GO:0071805,GO:0016020,GO:0015079
cassava4.1_026761m	
cassava4.1_026762m	
cassava4.1_026763m	
cassava4.1_026764m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_026765m	
cassava4.1_026766m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026767m	GO:0004185,GO:0006508
cassava4.1_026768m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_026769m	GO:0005524,GO:0016887,GO:0016020
cassava4.1_026770m	GO:0016758,GO:0016021
cassava4.1_026771m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_026772m	GO:0016758,GO:0008152
cassava4.1_026773m	GO:0005515
cassava4.1_026774m	GO:0004518,GO:0006281
cassava4.1_026775m	
cassava4.1_026776m	
cassava4.1_026777m	GO:0016829,GO:0008152,GO:0010333
cassava4.1_026778m	
cassava4.1_026780m	GO:0005515
cassava4.1_026781m	GO:0005515
cassava4.1_026782m	
cassava4.1_026783m	GO:0005524
cassava4.1_026784m	GO:0003676,GO:0008270
cassava4.1_026785m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_026786m	GO:0016758,GO:0008152
cassava4.1_026787m	
cassava4.1_026788m	GO:0003700,GO:0006355
cassava4.1_026789m	GO:0042578,GO:0005975
cassava4.1_026790m	GO:0004045,GO:0006412
cassava4.1_026791m	GO:0006468,GO:0004672
cassava4.1_026792m	GO:0008234,GO:0006508
cassava4.1_026793m	
cassava4.1_026794m	
cassava4.1_026795m	
cassava4.1_026796m	GO:0044267,GO:0005524
cassava4.1_026797m	
cassava4.1_026798m	GO:0016788,GO:0006629
cassava4.1_026799m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_026800m	
cassava4.1_026801m	
cassava4.1_026802m	GO:0003723,GO:0004540
cassava4.1_026803m	
cassava4.1_026804m	GO:0030528,GO:0006355
cassava4.1_026805m	GO:0016757
cassava4.1_026806m	GO:0016020
cassava4.1_026807m	GO:0005525,GO:0007264,GO:0005622
cassava4.1_026808m	GO:0005515,GO:0008565,GO:0006886
cassava4.1_026809m	
cassava4.1_026810m	GO:0006915,GO:0005524
cassava4.1_026811m	GO:0006810,GO:0005622,GO:0003676
cassava4.1_026812m	GO:0016772,GO:0016020
cassava4.1_026813m	
cassava4.1_026814m	
cassava4.1_026815m	GO:0008236,GO:0006508
cassava4.1_026816m	
cassava4.1_026817m	GO:0016020
cassava4.1_026818m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026819m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026820m	
cassava4.1_026821m	GO:0043531,GO:0006915,GO:0005524
cassava4.1_026822m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_026823m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_026824m	GO:0016491,GO:0055114
cassava4.1_026825m	GO:0004252,GO:0006508
cassava4.1_026826m	GO:0016829,GO:0008152,GO:0000287,GO:0010333
cassava4.1_026827m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_026828m	GO:0003676,GO:0005622
cassava4.1_026829m	GO:0003824
cassava4.1_026830m	
cassava4.1_026831m	
cassava4.1_026832m	
cassava4.1_026833m	
cassava4.1_026834m	
cassava4.1_026835m	GO:0003677,GO:0006355
cassava4.1_026836m	
cassava4.1_026837m	
cassava4.1_026838m	
cassava4.1_026839m	
cassava4.1_026840m	
cassava4.1_026841m	GO:0000179,GO:0008649,GO:0000154,GO:0008168,GO:0008152
cassava4.1_026842m	GO:0003677
cassava4.1_026843m	GO:0008168,GO:0008152
cassava4.1_026844m	GO:0003824
cassava4.1_026845m	
cassava4.1_026846m	GO:0006810,GO:0003676
cassava4.1_026847m	GO:0005515
cassava4.1_026848m	
cassava4.1_026849m	
cassava4.1_026850m	GO:0005515,GO:0008080
cassava4.1_026851m	GO:0006468,GO:0005524,GO:0004672
cassava4.1_026852m	
cassava4.1_026853m	
cassava4.1_026854m	GO:0016758,GO:0008152
cassava4.1_026855m	GO:0005515
cassava4.1_026856m	
cassava4.1_026857m	
cassava4.1_026858m	GO:0003677
cassava4.1_026859m	GO:0003824
cassava4.1_026860m	GO:0045735
cassava4.1_026861m	GO:0003735,GO:0019843,GO:0006412,GO:0005840
cassava4.1_026862m	
cassava4.1_026863m	GO:0006355,GO:0005634
cassava4.1_026864m	GO:0016787
cassava4.1_026866m	
cassava4.1_026867m	GO:0004252,GO:0016021,GO:0006508
cassava4.1_026868m	GO:0016758,GO:0008152
cassava4.1_026869m	GO:0016788,GO:0006629
cassava4.1_026870m	GO:0006468,GO:0004672
cassava4.1_026871m	GO:0008270
cassava4.1_026872m	
cassava4.1_026873m	
cassava4.1_026874m	GO:0005515
cassava4.1_026875m	GO:0005515
cassava4.1_026876m	GO:0003677,GO:0006355
cassava4.1_026877m	
cassava4.1_026878m	
cassava4.1_026879m	
cassava4.1_026880m	
cassava4.1_026881m	
cassava4.1_026882m	
cassava4.1_026883m	
cassava4.1_026884m	GO:0008080,GO:0008152
cassava4.1_026885m	GO:0003700,GO:0006355
cassava4.1_026886m	
cassava4.1_026887m	GO:0003677
cassava4.1_026888m	
cassava4.1_026889m	
cassava4.1_026890m	GO:0005515
cassava4.1_026891m	
cassava4.1_026892m	GO:0008061,GO:0042742,GO:0050832
cassava4.1_026893m	
cassava4.1_026894m	GO:0010044
cassava4.1_026895m	
cassava4.1_026896m	GO:0008270,GO:0005622
cassava4.1_026897m	GO:0003676,GO:0005524,GO:0008026,GO:0006310
cassava4.1_026898m	GO:0005507,GO:0009055
cassava4.1_026899m	
cassava4.1_026900m	
cassava4.1_026901m	
cassava4.1_026902m	
cassava4.1_026903m	GO:0016758,GO:0008152
cassava4.1_026904m	GO:0004553,GO:0005975
cassava4.1_026905m	
cassava4.1_026906m	
cassava4.1_026907m	
cassava4.1_026908m	
cassava4.1_026909m	
cassava4.1_026910m	GO:0003677
cassava4.1_026911m	GO:0016758,GO:0008152
cassava4.1_026912m	GO:0016491,GO:0055114
cassava4.1_026913m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_026914m	
cassava4.1_026915m	GO:0016787,GO:0008152
cassava4.1_026916m	GO:0003700,GO:0006355
cassava4.1_026917m	
cassava4.1_026918m	GO:0016192,GO:0016021,GO:0006810
cassava4.1_026919m	GO:0030983,GO:0006298,GO:0005524
cassava4.1_026920m	GO:0004672,GO:0005524,GO:0006468,GO:0005488
cassava4.1_026921m	GO:0046854,GO:0004437
cassava4.1_026922m	GO:0003700,GO:0006355
cassava4.1_026923m	
cassava4.1_026924m	
cassava4.1_026925m	GO:0003700,GO:0006355
cassava4.1_026926m	GO:0016747
cassava4.1_026927m	GO:0030528,GO:0006355
cassava4.1_026928m	
cassava4.1_026929m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026930m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026931m	GO:0005215,GO:0006857,GO:0016020
cassava4.1_026932m	
cassava4.1_026933m	GO:0016020
cassava4.1_026934m	GO:0003676,GO:0008270,GO:0006810
cassava4.1_026935m	
cassava4.1_026936m	
cassava4.1_026937m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_026938m	
cassava4.1_026939m	
cassava4.1_026940m	GO:0005515
cassava4.1_026941m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
cassava4.1_026942m	GO:0004672,GO:0005524,GO:0006468,GO:0004674
cassava4.1_026943m	GO:0016020
cassava4.1_026944m	GO:0016021
cassava4.1_026945m	GO:0045454
cassava4.1_026946m	
cassava4.1_026947m	
cassava4.1_026948m	GO:0003677,GO:0006355
cassava4.1_026949m	GO:0016853,GO:0005975
cassava4.1_026950m	
cassava4.1_026951m	
cassava4.1_026952m	GO:0016491,GO:0008152
cassava4.1_026953m	GO:0005515
cassava4.1_026954m	GO:0006810,GO:0003676
cassava4.1_026955m	GO:0005515,GO:0006468,GO:0005524,GO:0004672
cassava4.1_026956m	
cassava4.1_026957m	GO:0008168
cassava4.1_026958m	GO:0016773,GO:0005975
cassava4.1_026959m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_026960m	GO:0016787
cassava4.1_026961m	GO:0016853,GO:0009507
cassava4.1_026962m	
cassava4.1_026963m	
cassava4.1_026964m	GO:0003677
cassava4.1_026965m	GO:0003676
cassava4.1_026966m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026967m	GO:0016192,GO:0006904
cassava4.1_026968m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026969m	GO:0003677
cassava4.1_026970m	
cassava4.1_026971m	
cassava4.1_026972m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_026973m	GO:0003677,GO:0006355
cassava4.1_026974m	GO:0043565,GO:0006355,GO:0003700
cassava4.1_026975m	GO:0000156,GO:0000160,GO:0006355
cassava4.1_026976m	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
cassava4.1_026977m	
cassava4.1_026978m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026979m	GO:0003676,GO:0008270,GO:0005515
cassava4.1_026980m	
cassava4.1_026981m	GO:0003676
cassava4.1_026982m	GO:0006950
cassava4.1_026983m	
cassava4.1_026984m	GO:0004674,GO:0006468,GO:0004672
cassava4.1_026985m	GO:0005507,GO:0009055
cassava4.1_026986m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_026987m	
cassava4.1_026988m	GO:0008649,GO:0006364,GO:0005737
cassava4.1_026989m	GO:0016020
cassava4.1_026990m	
cassava4.1_026991m	
cassava4.1_026992m	
cassava4.1_026993m	GO:0006629,GO:0004607
cassava4.1_026994m	
cassava4.1_026995m	
cassava4.1_026996m	GO:0005515
cassava4.1_026997m	
cassava4.1_026998m	
cassava4.1_026999m	
cassava4.1_027000m	
cassava4.1_027001m	GO:0006950
cassava4.1_027002m	
cassava4.1_027003m	GO:0009058
cassava4.1_027004m	GO:0016747
cassava4.1_027005m	GO:0007165
cassava4.1_027007m	GO:0016491,GO:0008152
cassava4.1_027008m	GO:0004672,GO:0005524,GO:0006468,GO:0005529,GO:0048544
cassava4.1_027009m	
cassava4.1_027010m	
cassava4.1_027011m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_027012m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027013m	GO:0016757
cassava4.1_027014m	
cassava4.1_027015m	
cassava4.1_027016m	GO:0003676,GO:0006810
cassava4.1_027017m	GO:0003677
cassava4.1_027018m	
cassava4.1_027019m	GO:0003677
cassava4.1_027020m	GO:0005622
cassava4.1_027021m	
cassava4.1_027022m	
cassava4.1_027023m	GO:0005515
cassava4.1_027024m	GO:0016021
cassava4.1_027025m	
cassava4.1_027026m	
cassava4.1_027027m	
cassava4.1_027028m	
cassava4.1_027029m	
cassava4.1_027030m	GO:0005507,GO:0009055
cassava4.1_027031m	GO:0003677
cassava4.1_027032m	GO:0005515
cassava4.1_027033m	GO:0000287,GO:0008897,GO:0009059
cassava4.1_027034m	
cassava4.1_027035m	
cassava4.1_027036m	
cassava4.1_027037m	GO:0008762,GO:0016491,GO:0050660,GO:0055114
cassava4.1_027038m	
cassava4.1_027039m	GO:0016757
cassava4.1_027040m	GO:0008152
cassava4.1_027041m	GO:0015079,GO:0071805,GO:0016020
cassava4.1_027042m	
cassava4.1_027043m	GO:0003676,GO:0008270
cassava4.1_027044m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027045m	GO:0005515
cassava4.1_027046m	GO:0030528,GO:0006355
cassava4.1_027047m	GO:0003677
cassava4.1_027048m	GO:0004672,GO:0005524,GO:0006468,GO:0016998
cassava4.1_027049m	
cassava4.1_027050m	GO:0004672,GO:0005524,GO:0006468,GO:0048544,GO:0005529
cassava4.1_027051m	GO:0004197,GO:0006508
cassava4.1_027052m	
cassava4.1_027053m	GO:0030528,GO:0006355
cassava4.1_027054m	GO:0005525,GO:0003924,GO:0000287
cassava4.1_027055m	
cassava4.1_027056m	
cassava4.1_027057m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_027058m	GO:0009055,GO:0015035,GO:0045454
cassava4.1_027059m	
cassava4.1_027060m	GO:0030833,GO:0005856
cassava4.1_027061m	
cassava4.1_027062m	GO:0003676,GO:0008270
cassava4.1_027063m	
cassava4.1_027064m	
cassava4.1_027065m	GO:0006260,GO:0005524,GO:0003678
cassava4.1_027066m	
cassava4.1_027067m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_027068m	GO:0008565,GO:0015031
cassava4.1_027069m	
cassava4.1_027070m	
cassava4.1_027071m	GO:0005524,GO:0016310,GO:0016301
cassava4.1_027072m	
cassava4.1_027073m	
cassava4.1_027074m	GO:0004553,GO:0005975
cassava4.1_027075m	
cassava4.1_027076m	GO:0016020
cassava4.1_027077m	GO:0005515
cassava4.1_027078m	
cassava4.1_027079m	
cassava4.1_027080m	GO:0003723
cassava4.1_027081m	
cassava4.1_027082m	GO:0046872,GO:0030001
cassava4.1_027083m	GO:0019843,GO:0005622,GO:0003723
cassava4.1_027084m	
cassava4.1_027085m	GO:0005515
cassava4.1_027086m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_027087m	
cassava4.1_027088m	
cassava4.1_027089m	GO:0005515
cassava4.1_027090m	
cassava4.1_027091m	
cassava4.1_027092m	GO:0003677
cassava4.1_027093m	
cassava4.1_027094m	
cassava4.1_027095m	
cassava4.1_027096m	GO:0005515,GO:0004806,GO:0006629
cassava4.1_027097m	
cassava4.1_027098m	
cassava4.1_027099m	GO:0005525,GO:0007264,GO:0005622
cassava4.1_027100m	
cassava4.1_027101m	GO:0003677
cassava4.1_027102m	
cassava4.1_027103m	GO:0004970,GO:0005234,GO:0016020,GO:0005215,GO:0006810,GO:0030288
cassava4.1_027104m	
cassava4.1_027105m	GO:0022857,GO:0055085,GO:0016021
cassava4.1_027106m	GO:0046873,GO:0030001,GO:0055085,GO:0016020
cassava4.1_027107m	GO:0003677,GO:0046983
cassava4.1_027108m	GO:0005215,GO:0006857,GO:0016020
cassava4.1_027109m	GO:0004867,GO:0009611
cassava4.1_027110m	GO:0008270
cassava4.1_027111m	
cassava4.1_027112m	
cassava4.1_027114m	
cassava4.1_027115m	
cassava4.1_027116m	GO:0006810,GO:0003676
cassava4.1_027117m	GO:0003677
cassava4.1_027118m	GO:0005515
cassava4.1_027119m	GO:0007017,GO:0005875
cassava4.1_027120m	
cassava4.1_027121m	
cassava4.1_027122m	GO:0005515
cassava4.1_027123m	
cassava4.1_027124m	
cassava4.1_027125m	
cassava4.1_027126m	
cassava4.1_027127m	GO:0003840
cassava4.1_027128m	
cassava4.1_027129m	
cassava4.1_027130m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_027131m	
cassava4.1_027132m	
cassava4.1_027133m	GO:0006887,GO:0000145
cassava4.1_027134m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_027135m	
cassava4.1_027136m	GO:0005515
cassava4.1_027137m	GO:0005507,GO:0009055
cassava4.1_027138m	GO:0016758,GO:0008152
cassava4.1_027139m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_027140m	GO:0003676,GO:0008270
cassava4.1_027141m	GO:0016616,GO:0048037,GO:0055114
cassava4.1_027142m	GO:0005524,GO:0016887
cassava4.1_027143m	GO:0005515,GO:0043531,GO:0007165,GO:0005622,GO:0045087,GO:0031224,GO:0004888,GO:0006915,GO:0005524
cassava4.1_027144m	
cassava4.1_027145m	GO:0004146,GO:0006545,GO:0009165,GO:0055114,GO:0006231,GO:0004799
cassava4.1_027146m	GO:0003700,GO:0006355
cassava4.1_027147m	
cassava4.1_027148m	GO:0004674,GO:0006468,GO:0004672
cassava4.1_027149m	
cassava4.1_027150m	
cassava4.1_027151m	
cassava4.1_027152m	
cassava4.1_027153m	
cassava4.1_027154m	GO:0016747
cassava4.1_027155m	GO:0005515
cassava4.1_027156m	
cassava4.1_027157m	
cassava4.1_027158m	GO:0019867
cassava4.1_027159m	
cassava4.1_027160m	GO:0004222,GO:0008270,GO:0006508,GO:0031012,GO:0008152
cassava4.1_027161m	
cassava4.1_027162m	GO:0055085,GO:0016021,GO:0015299,GO:0006812
cassava4.1_027163m	GO:0005515
cassava4.1_027164m	
cassava4.1_027165m	GO:0006468,GO:0004672
cassava4.1_027166m	
cassava4.1_027167m	
cassava4.1_027168m	GO:0008610,GO:0008168,GO:0008152
cassava4.1_027169m	
cassava4.1_027170m	GO:0006511
cassava4.1_027171m	
cassava4.1_027172m	GO:0005515,GO:0043531
cassava4.1_027173m	
cassava4.1_027174m	
cassava4.1_027175m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_027176m	
cassava4.1_027177m	GO:0003676,GO:0008270
cassava4.1_027178m	GO:0003824,GO:0008152
cassava4.1_027179m	
cassava4.1_027180m	GO:0008270,GO:0005622
cassava4.1_027181m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_027182m	
cassava4.1_027183m	
cassava4.1_027184m	GO:0005515,GO:0006915,GO:0005524
cassava4.1_027185m	GO:0008270,GO:0005622
cassava4.1_027186m	GO:0006629,GO:0055114,GO:0016491,GO:0016717
cassava4.1_027187m	
cassava4.1_027188m	GO:0072488,GO:0016020,GO:0008519
cassava4.1_027189m	GO:0006952,GO:0009607
cassava4.1_027190m	
cassava4.1_027191m	
cassava4.1_027192m	GO:0016758,GO:0008152
cassava4.1_027193m	GO:0030599,GO:0042545,GO:0005618
cassava4.1_027194m	
cassava4.1_027195m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027196m	GO:0003677
cassava4.1_027197m	GO:0030599,GO:0042545,GO:0005618
cassava4.1_027198m	GO:0008152
cassava4.1_027199m	GO:0008168
cassava4.1_027200m	GO:0005515
cassava4.1_027201m	
cassava4.1_027202m	
cassava4.1_027203m	
cassava4.1_027204m	
cassava4.1_027205m	
cassava4.1_027206m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_027207m	
cassava4.1_027208m	
cassava4.1_027209m	GO:0016829,GO:0006099
cassava4.1_027210m	
cassava4.1_027211m	GO:0006468,GO:0005524,GO:0004672
cassava4.1_027212m	GO:0005515
cassava4.1_027213m	
cassava4.1_027214m	GO:0003677
cassava4.1_027215m	
cassava4.1_027216m	GO:0008408,GO:0006139,GO:0005622,GO:0003676
cassava4.1_027217m	GO:0005515
cassava4.1_027218m	
cassava4.1_027219m	
cassava4.1_027220m	GO:0003677
cassava4.1_027221m	GO:0003700,GO:0006355
cassava4.1_027222m	
cassava4.1_027223m	GO:0016787,GO:0008152
cassava4.1_027224m	
cassava4.1_027225m	GO:0016491,GO:0008152,GO:0055114,GO:0006081,GO:0004030
cassava4.1_027226m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_027227m	
cassava4.1_027228m	
cassava4.1_027229m	GO:0004672,GO:0005524,GO:0006468,GO:0005529
cassava4.1_027230m	
cassava4.1_027231m	GO:0016881
cassava4.1_027232m	GO:0005515
cassava4.1_027233m	GO:0008270,GO:0005622
cassava4.1_027234m	
cassava4.1_027235m	
cassava4.1_027236m	GO:0006952,GO:0009607
cassava4.1_027237m	GO:0008270
cassava4.1_027238m	
cassava4.1_027239m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_027240m	
cassava4.1_027241m	GO:0043531
cassava4.1_027242m	
cassava4.1_027243m	
cassava4.1_027244m	
cassava4.1_027245m	GO:0004190,GO:0016021
cassava4.1_027246m	GO:0004871,GO:0000160
cassava4.1_027247m	
cassava4.1_027248m	GO:0004650,GO:0005975
cassava4.1_027249m	
cassava4.1_027250m	GO:0016829,GO:0008152,GO:0010333,GO:0000287
cassava4.1_027251m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_027252m	
cassava4.1_027253m	GO:0003677,GO:0006355
cassava4.1_027254m	GO:0048544,GO:0005529
cassava4.1_027255m	GO:0016705,GO:0016117
cassava4.1_027256m	GO:0003677,GO:0003899,GO:0006350,GO:0006351
cassava4.1_027257m	GO:0016787
cassava4.1_027258m	
cassava4.1_027259m	GO:0016149,GO:0006415,GO:0005737
cassava4.1_027260m	
cassava4.1_027261m	GO:0045735
cassava4.1_027262m	
cassava4.1_027263m	GO:0005515
cassava4.1_027264m	
cassava4.1_027265m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_027266m	
cassava4.1_027267m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_027268m	GO:0016021
cassava4.1_027269m	GO:0004672,GO:0005524,GO:0006468,GO:0004674
cassava4.1_027270m	GO:0008270
cassava4.1_027271m	GO:0055085,GO:0016021
cassava4.1_027272m	
cassava4.1_027273m	GO:0004144
cassava4.1_027274m	
cassava4.1_027275m	GO:0020037
cassava4.1_027276m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_027277m	GO:0005515
cassava4.1_027278m	
cassava4.1_027280m	
cassava4.1_027281m	GO:0005525,GO:0007264,GO:0005622
cassava4.1_027282m	
cassava4.1_027283m	
cassava4.1_027285m	
cassava4.1_027286m	
cassava4.1_027287m	GO:0016020
cassava4.1_027288m	
cassava4.1_027289m	GO:0005515
cassava4.1_027290m	GO:0004650,GO:0005975
cassava4.1_027291m	GO:0003677,GO:0006355
cassava4.1_027292m	
cassava4.1_027293m	GO:0006355,GO:0005634,GO:0003700
cassava4.1_027295m	GO:0005488
cassava4.1_027296m	GO:0016021,GO:0015979,GO:0009579,GO:0009522
cassava4.1_027297m	
cassava4.1_027298m	
cassava4.1_027299m	
cassava4.1_027300m	
cassava4.1_027301m	
cassava4.1_027302m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027303m	
cassava4.1_027304m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027305m	GO:0016790,GO:0006633
cassava4.1_027306m	
cassava4.1_027307m	GO:0016773,GO:0005975
cassava4.1_027308m	
cassava4.1_027309m	
cassava4.1_027310m	GO:0005515
cassava4.1_027311m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027312m	
cassava4.1_027313m	
cassava4.1_027314m	GO:0016491,GO:0008152
cassava4.1_027315m	GO:0005516
cassava4.1_027316m	
cassava4.1_027317m	GO:0003676,GO:0055114,GO:0016491
cassava4.1_027318m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027319m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027320m	GO:0005515
cassava4.1_027321m	
cassava4.1_027322m	
cassava4.1_027323m	
cassava4.1_027324m	
cassava4.1_027325m	
cassava4.1_027326m	
cassava4.1_027327m	
cassava4.1_027328m	
cassava4.1_027329m	
cassava4.1_027330m	
cassava4.1_027331m	GO:0004553,GO:0005975
cassava4.1_027332m	
cassava4.1_027333m	
cassava4.1_027334m	
cassava4.1_027335m	GO:0031072
cassava4.1_027336m	GO:0005515
cassava4.1_027337m	
cassava4.1_027338m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_027339m	
cassava4.1_027340m	
cassava4.1_027341m	
cassava4.1_027342m	GO:0003700,GO:0006355
cassava4.1_027343m	GO:0003676
cassava4.1_027344m	
