Ciclev10000001m	GO:0005515,GO:0016881,GO:0006464,GO:0005622
Ciclev10031178m	GO:0005975,GO:0004553
Ciclev10031179m	GO:0005975,GO:0004553
Ciclev10031180m	GO:0005975,GO:0004553
Ciclev10031181m	GO:0006468,GO:0004672
Ciclev10031182m	GO:0006468,GO:0004672
Ciclev10031183m	GO:0051205,GO:0016021
Ciclev10031184m	GO:0005622,GO:0016779
Ciclev10031185m	GO:0005509
Ciclev10031186m	GO:0006468,GO:0004672
Ciclev10031187m	
Ciclev10031188m	
Ciclev10031189m	
Ciclev10031190m	GO:0016787
Ciclev10031191m	GO:0044267,GO:0005524,GO:0051082,GO:0006457
Ciclev10031192m	GO:0055085,GO:0016020,GO:0006810,GO:0005215
Ciclev10031193m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031194m	GO:0005515
Ciclev10031195m	
Ciclev10031196m	
Ciclev10031197m	
Ciclev10031198m	
Ciclev10031199m	GO:0050660,GO:0016614
Ciclev10031200m	GO:0016757
Ciclev10031201m	GO:0016758,GO:0008152
Ciclev10031202m	
Ciclev10031203m	GO:0005515
Ciclev10031204m	GO:0004222,GO:0006508
Ciclev10031205m	
Ciclev10031206m	
Ciclev10031207m	GO:0030528,GO:0008270,GO:0006355,GO:0006352
Ciclev10031208m	GO:0005524
Ciclev10031209m	GO:0005975,GO:0004553
Ciclev10031210m	GO:0050660,GO:0016491,GO:0055114,GO:0019139,GO:0009690
Ciclev10031211m	GO:0019867
Ciclev10031212m	GO:0005975,GO:0004553
Ciclev10031213m	GO:0016788
Ciclev10031214m	GO:0017176,GO:0016021,GO:0006506
Ciclev10031215m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031216m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031217m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031218m	GO:0016301,GO:0008152,GO:0005524,GO:0006796
Ciclev10031219m	GO:0016779,GO:0006396,GO:0003723
Ciclev10031220m	GO:0005975,GO:0004650
Ciclev10031221m	GO:0005515
Ciclev10031222m	GO:0016301,GO:0008152,GO:0005524,GO:0006796
Ciclev10031223m	
Ciclev10031224m	GO:0008652
Ciclev10031225m	GO:0043565,GO:0006355,GO:0003700
Ciclev10031226m	
Ciclev10031227m	
Ciclev10031228m	GO:0008601,GO:0007165,GO:0000159
Ciclev10031229m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10031230m	
Ciclev10031231m	GO:0016020,GO:0006857,GO:0005215
Ciclev10031232m	GO:0016788
Ciclev10031233m	GO:0008234,GO:0006508
Ciclev10031234m	
Ciclev10031235m	
Ciclev10031236m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031237m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031238m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031239m	
Ciclev10031240m	GO:0009416,GO:0004871
Ciclev10031241m	GO:0016788
Ciclev10031242m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031243m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031244m	
Ciclev10031245m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031246m	
Ciclev10031247m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031248m	
Ciclev10031249m	
Ciclev10031250m	GO:0005975,GO:0004553
Ciclev10031251m	
Ciclev10031252m	GO:0030170,GO:0019752,GO:0016831
Ciclev10031253m	GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006433,GO:0004827
Ciclev10031254m	
Ciclev10031255m	GO:0004177,GO:0008270,GO:0006508,GO:0005773
Ciclev10031256m	GO:0035556,GO:0006629,GO:0004629,GO:0007165,GO:0004435
Ciclev10031257m	
Ciclev10031258m	GO:0005515
Ciclev10031259m	GO:0042558,GO:0009396,GO:0003848
Ciclev10031260m	GO:0042558,GO:0009396,GO:0003848
Ciclev10031261m	GO:0042558,GO:0003848,GO:0009396
Ciclev10031262m	GO:0005975,GO:0004553
Ciclev10031263m	GO:0005515
Ciclev10031264m	
Ciclev10031265m	GO:0003723
Ciclev10031266m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031267m	GO:0003723
Ciclev10031268m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031269m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031270m	GO:0005634,GO:0003677
Ciclev10031271m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031272m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031273m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031274m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031275m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031276m	
Ciclev10031277m	GO:0005622,GO:0016779
Ciclev10031278m	GO:0016779
Ciclev10031279m	GO:0005525,GO:0003924
Ciclev10031280m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031281m	GO:0016021,GO:0008219
Ciclev10031282m	
Ciclev10031283m	GO:0016868,GO:0005975
Ciclev10031284m	
Ciclev10031285m	GO:0008601,GO:0007165,GO:0000159
Ciclev10031286m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031287m	GO:0008601,GO:0007165,GO:0000159
Ciclev10031288m	
Ciclev10031289m	GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677
Ciclev10031290m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031291m	GO:0008270
Ciclev10031292m	GO:0005515
Ciclev10031293m	GO:0005515
Ciclev10031294m	GO:0005515
Ciclev10031295m	
Ciclev10031296m	GO:0005634,GO:0003677
Ciclev10031297m	GO:0006508,GO:0004185
Ciclev10031298m	GO:0003677,GO:0003723
Ciclev10031299m	GO:0005975,GO:0004553
Ciclev10031300m	GO:0003824
Ciclev10031301m	
Ciclev10031302m	GO:0005524,GO:0019538
Ciclev10031303m	GO:0005524,GO:0019538
Ciclev10031304m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10031305m	
Ciclev10031306m	GO:0006355,GO:0003700
Ciclev10031307m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031308m	
Ciclev10031309m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031310m	GO:0005515
Ciclev10031311m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031312m	GO:0006511,GO:0004221
Ciclev10031313m	GO:0006508,GO:0004185
Ciclev10031314m	GO:0005515
Ciclev10031315m	
Ciclev10031316m	GO:0050660,GO:0016614
Ciclev10031317m	GO:0030955,GO:0006096,GO:0004743,GO:0000287
Ciclev10031318m	GO:0008270
Ciclev10031319m	GO:0005515
Ciclev10031320m	
Ciclev10031321m	
Ciclev10031322m	
Ciclev10031323m	GO:0005509
Ciclev10031324m	
Ciclev10031325m	GO:0005515
Ciclev10031326m	GO:0003993
Ciclev10031327m	GO:0006508,GO:0004185
Ciclev10031328m	GO:0030955,GO:0006096,GO:0004743,GO:0000287
Ciclev10031329m	GO:0016747,GO:0016020,GO:0006633,GO:0008610
Ciclev10031330m	GO:0005524
Ciclev10031331m	
Ciclev10031332m	GO:0006508,GO:0004190
Ciclev10031333m	
Ciclev10031334m	
Ciclev10031335m	
Ciclev10031336m	
Ciclev10031337m	
Ciclev10031338m	
Ciclev10031339m	
Ciclev10031340m	GO:0016020
Ciclev10031341m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031342m	
Ciclev10031343m	GO:0005515
Ciclev10031344m	
Ciclev10031345m	
Ciclev10031346m	
Ciclev10031347m	GO:0005525,GO:0003924
Ciclev10031348m	
Ciclev10031349m	GO:0005975,GO:0004553
Ciclev10031350m	GO:0006164,GO:0005737,GO:0005525,GO:0004019,GO:0000287
Ciclev10031351m	
Ciclev10031352m	GO:0005975,GO:0004553
Ciclev10031353m	GO:0006355,GO:0003700
Ciclev10031354m	GO:0006468,GO:0004672
Ciclev10031355m	GO:0016874,GO:0009058,GO:0005524,GO:0051301,GO:0008766,GO:0008360,GO:0005737
Ciclev10031356m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031357m	GO:0016874,GO:0009058,GO:0005524,GO:0051301,GO:0008766,GO:0008360,GO:0005737
Ciclev10031358m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031359m	
Ciclev10031360m	GO:0016226
Ciclev10031361m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10031362m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031363m	
Ciclev10031364m	GO:0006508,GO:0004190
Ciclev10031365m	
Ciclev10031366m	GO:0005515
Ciclev10031367m	GO:0005515
Ciclev10031368m	GO:0016758,GO:0008152
Ciclev10031369m	GO:0005515
Ciclev10031370m	GO:0005515
Ciclev10031371m	
Ciclev10031372m	
Ciclev10031373m	GO:0055114,GO:0050661,GO:0006098,GO:0004616
Ciclev10031374m	GO:0005515
Ciclev10031375m	GO:0009396,GO:0005524,GO:0004326
Ciclev10031376m	GO:0051536,GO:0003824
Ciclev10031377m	GO:0008270
Ciclev10031378m	GO:0003676
Ciclev10031379m	GO:0003676
Ciclev10031380m	GO:0030170,GO:0016769,GO:0009058
Ciclev10031381m	GO:0030170,GO:0016769,GO:0009058
Ciclev10031382m	GO:0030170,GO:0016769,GO:0009058
Ciclev10031383m	GO:0005515
Ciclev10031384m	
Ciclev10031385m	GO:0016020,GO:0006857,GO:0005215
Ciclev10031386m	GO:0030170,GO:0016769,GO:0009058
Ciclev10031387m	GO:0016787
Ciclev10031388m	GO:0030170,GO:0016769,GO:0009058
Ciclev10031389m	
Ciclev10031390m	GO:0055114,GO:0051287,GO:0016616
Ciclev10031391m	GO:0005634,GO:0003677
Ciclev10031392m	GO:0005634,GO:0003677
Ciclev10031393m	GO:0005634,GO:0003677
Ciclev10031394m	GO:0005634,GO:0003677
Ciclev10031395m	
Ciclev10031396m	GO:0006468,GO:0005524,GO:0004672,GO:0004674
Ciclev10031397m	GO:0008415,GO:0008152
Ciclev10031398m	GO:0030528,GO:0006355
Ciclev10031399m	
Ciclev10031400m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031401m	GO:0051536,GO:0003824
Ciclev10031402m	GO:0016491,GO:0016209,GO:0055114,GO:0047134
Ciclev10031403m	
Ciclev10031404m	GO:0016758,GO:0008152
Ciclev10031405m	
Ciclev10031406m	GO:0006355,GO:0003677
Ciclev10031407m	GO:0016787,GO:0008152
Ciclev10031408m	GO:0016758,GO:0008152
Ciclev10031409m	GO:0003676,GO:0008270
Ciclev10031410m	GO:0005524
Ciclev10031411m	
Ciclev10031412m	
Ciclev10031413m	
Ciclev10031414m	GO:0030170,GO:0008483
Ciclev10031415m	GO:0006508,GO:0004185
Ciclev10031416m	GO:0005975,GO:0004553
Ciclev10031417m	GO:0005515
Ciclev10031418m	
Ciclev10031419m	GO:0016758,GO:0008152
Ciclev10031420m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031421m	GO:0005975,GO:0004553
Ciclev10031422m	GO:0009982,GO:0009451,GO:0003723,GO:0001522
Ciclev10031423m	GO:0046912,GO:0044262
Ciclev10031424m	GO:0046912,GO:0044262
Ciclev10031425m	
Ciclev10031426m	GO:0016021,GO:0006486,GO:0005783,GO:0004579
Ciclev10031427m	GO:0005198,GO:0005515
Ciclev10031428m	GO:0055085,GO:0016021
Ciclev10031429m	
Ciclev10031430m	GO:0016758,GO:0008152
Ciclev10031431m	GO:0055085,GO:0016021
Ciclev10031432m	
Ciclev10031433m	GO:0008270,GO:0006355,GO:0003677
Ciclev10031434m	GO:0046912,GO:0044262
Ciclev10031435m	
Ciclev10031436m	GO:0005515
Ciclev10031437m	GO:0006508,GO:0004185
Ciclev10031438m	
Ciclev10031439m	
Ciclev10031440m	GO:0005975,GO:0004553
Ciclev10031441m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10031442m	
Ciclev10031443m	GO:0005524
Ciclev10031444m	GO:0004871
Ciclev10031445m	GO:0055114,GO:0016614,GO:0005975,GO:0051287,GO:0046168,GO:0016616,GO:0005737,GO:0009331,GO:0006072,GO:0004367
Ciclev10031446m	GO:0046872,GO:0008081
Ciclev10031447m	
Ciclev10031448m	
Ciclev10031449m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031450m	GO:0009058
Ciclev10031451m	GO:0006508,GO:0004185
Ciclev10031452m	GO:0016746,GO:0016021,GO:0006506,GO:0005789
Ciclev10031453m	GO:0016021,GO:0004190
Ciclev10031454m	GO:0016884
Ciclev10031455m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031456m	GO:0005524
Ciclev10031457m	
Ciclev10031458m	
Ciclev10031459m	
Ciclev10031460m	
Ciclev10031461m	
Ciclev10031462m	
Ciclev10031463m	
Ciclev10031464m	GO:0016747
Ciclev10031465m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031466m	GO:0016301,GO:0008152,GO:0005524,GO:0006796
Ciclev10031467m	GO:0016747,GO:0016020,GO:0006633,GO:0008610
Ciclev10031468m	
Ciclev10031469m	GO:0016301,GO:0008152,GO:0005524,GO:0006796
Ciclev10031470m	GO:0006629
Ciclev10031471m	GO:0016301,GO:0008152,GO:0005524,GO:0006796
Ciclev10031472m	GO:0008168
Ciclev10031473m	GO:0055114,GO:0016614,GO:0005975,GO:0051287,GO:0046168,GO:0016616,GO:0005737,GO:0009331,GO:0006072,GO:0004367
Ciclev10031474m	GO:0016301,GO:0008152,GO:0005524,GO:0006796
Ciclev10031475m	GO:0006629
Ciclev10031476m	GO:0004152,GO:0006222,GO:0055114
Ciclev10031477m	
Ciclev10031478m	GO:0003824
Ciclev10031479m	GO:0030170,GO:0008152,GO:0003824
Ciclev10031480m	GO:0030170,GO:0008152,GO:0003824
Ciclev10031481m	GO:0005515
Ciclev10031482m	GO:0005198,GO:0005515
Ciclev10031483m	GO:0006508,GO:0004190
Ciclev10031484m	GO:0016747
Ciclev10031485m	GO:0016616,GO:0051287,GO:0046168,GO:0055114,GO:0005737,GO:0016614,GO:0005975,GO:0009331,GO:0006072,GO:0004367
Ciclev10031486m	GO:0005515
Ciclev10031487m	GO:0005515
Ciclev10031488m	GO:0005515
Ciclev10031489m	GO:0016747
Ciclev10031490m	GO:0016747
Ciclev10031491m	
Ciclev10031492m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031493m	GO:0005515
Ciclev10031494m	GO:0016567,GO:0004842,GO:0000151
Ciclev10031495m	GO:0016747
Ciclev10031496m	GO:0016567,GO:0004842,GO:0000151
Ciclev10031497m	GO:0006508,GO:0004185
Ciclev10031498m	GO:0031072
Ciclev10031499m	GO:0005515
Ciclev10031500m	GO:0005515,GO:0006468,GO:0005524,GO:0004672
Ciclev10031501m	GO:0016021
Ciclev10031502m	GO:0005622,GO:0016779
Ciclev10031503m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031504m	
Ciclev10031505m	GO:0016787,GO:0008152
Ciclev10031506m	GO:0005515
Ciclev10031507m	
Ciclev10031508m	GO:0016747
Ciclev10031509m	
Ciclev10031510m	
Ciclev10031511m	GO:0003896,GO:0006269,GO:0016779
Ciclev10031512m	
Ciclev10031513m	GO:0030955,GO:0006096,GO:0004743,GO:0000287
Ciclev10031514m	GO:0008234,GO:0006508
Ciclev10031515m	GO:0005515
Ciclev10031516m	GO:0003723,GO:0009982,GO:0009451,GO:0001522
Ciclev10031517m	GO:0005198,GO:0005515
Ciclev10031518m	GO:0016021,GO:0004190
Ciclev10031519m	
Ciclev10031520m	GO:0005524
Ciclev10031521m	GO:0016597,GO:0008152
Ciclev10031522m	GO:0007165,GO:0006468,GO:0005524,GO:0004672
Ciclev10031523m	
Ciclev10031524m	
Ciclev10031525m	GO:0043565,GO:0006355,GO:0003700
Ciclev10031526m	
Ciclev10031527m	
Ciclev10031528m	GO:0005524
Ciclev10031529m	GO:0016021,GO:0008219
Ciclev10031530m	GO:0051082,GO:0031072,GO:0006457
Ciclev10031531m	GO:0046961,GO:0015991,GO:0000221,GO:0016820
Ciclev10031532m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031533m	GO:0046961,GO:0015991,GO:0000221,GO:0016820
Ciclev10031534m	
Ciclev10031535m	GO:0019901,GO:0006355,GO:0000079
Ciclev10031536m	GO:0016597,GO:0008152
Ciclev10031537m	
Ciclev10031538m	GO:0016779,GO:0006396,GO:0003723
Ciclev10031539m	
Ciclev10031540m	GO:0016787,GO:0008152
Ciclev10031541m	GO:0030170,GO:0008152,GO:0003824
Ciclev10031542m	GO:0005529,GO:0016020,GO:0008378,GO:0006486
Ciclev10031543m	
Ciclev10031544m	
Ciclev10031545m	GO:0030170,GO:0008152,GO:0003824
Ciclev10031546m	GO:0016758,GO:0008152
Ciclev10031547m	GO:0005185,GO:0005576,GO:0004107,GO:0009073
Ciclev10031548m	GO:0003723
Ciclev10031549m	
Ciclev10031550m	
Ciclev10031551m	GO:0005515
Ciclev10031552m	
Ciclev10031553m	
Ciclev10031554m	
Ciclev10031555m	
Ciclev10031556m	
Ciclev10031557m	GO:0006915,GO:0005524
Ciclev10031558m	
Ciclev10031559m	GO:0055114,GO:0016491,GO:0016615,GO:0006108
Ciclev10031560m	GO:0003676
Ciclev10031561m	GO:0005515
Ciclev10031562m	GO:0055085,GO:0016021
Ciclev10031563m	GO:0030131,GO:0016192,GO:0006886,GO:0005515,GO:0030132
Ciclev10031564m	GO:0008026,GO:0005524,GO:0003676
Ciclev10031565m	
Ciclev10031566m	GO:0030170,GO:0019752,GO:0016831
Ciclev10031567m	GO:0030131,GO:0016192,GO:0006886,GO:0005515,GO:0030132
Ciclev10031568m	GO:0030131,GO:0016192,GO:0006886,GO:0005515,GO:0030132
Ciclev10031569m	GO:0016787,GO:0008152
Ciclev10031570m	
Ciclev10031571m	GO:0016597,GO:0008152
Ciclev10031572m	
Ciclev10031573m	
Ciclev10031574m	GO:0016757
Ciclev10031575m	GO:0030173,GO:0008373,GO:0006486
Ciclev10031576m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031577m	GO:0030173,GO:0008373,GO:0006486
Ciclev10031578m	GO:0055114,GO:0050660,GO:0017150,GO:0008033
Ciclev10031579m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031580m	GO:0055114,GO:0050660,GO:0017150,GO:0008033
Ciclev10031581m	GO:0055114,GO:0050660,GO:0017150,GO:0008033
Ciclev10031582m	
Ciclev10031583m	GO:0003824
Ciclev10031584m	
Ciclev10031585m	GO:0006468,GO:0004672,GO:0005515
Ciclev10031586m	
Ciclev10031587m	GO:0009072,GO:0003868
Ciclev10031588m	
Ciclev10031589m	
Ciclev10031590m	
Ciclev10031591m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031592m	GO:0016747
Ciclev10031593m	
Ciclev10031594m	GO:0016787
Ciclev10031595m	
Ciclev10031596m	
Ciclev10031597m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031598m	GO:0006355,GO:0003677
Ciclev10031599m	
Ciclev10031600m	GO:0016020
Ciclev10031601m	
Ciclev10031602m	
Ciclev10031603m	GO:0016020
Ciclev10031604m	GO:0015934,GO:0006412,GO:0003735,GO:0003723
Ciclev10031605m	GO:0005515
Ciclev10031606m	GO:0006355,GO:0003677
Ciclev10031607m	
Ciclev10031608m	GO:0006468,GO:0004672
Ciclev10031609m	GO:0006396,GO:0003723,GO:0005622,GO:0003676
Ciclev10031610m	GO:0055114,GO:0016491,GO:0016615,GO:0006108
Ciclev10031611m	
Ciclev10031612m	GO:0006355,GO:0003700
Ciclev10031613m	
Ciclev10031614m	GO:0005515
Ciclev10031615m	GO:0006396,GO:0003723,GO:0005622,GO:0003676
Ciclev10031616m	GO:0016746,GO:0006506,GO:0005789,GO:0016021
Ciclev10031617m	GO:0005524
Ciclev10031618m	GO:0008276,GO:0006479,GO:0005737
Ciclev10031619m	GO:0030131,GO:0016192,GO:0006886,GO:0005515
Ciclev10031620m	GO:0005524
Ciclev10031621m	GO:0030528,GO:0006355
Ciclev10031622m	GO:0030528,GO:0006355
Ciclev10031623m	GO:0006355,GO:0003677
Ciclev10031624m	GO:0055114,GO:0050660,GO:0017150,GO:0008033
Ciclev10031625m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031626m	GO:0016020,GO:0006810,GO:0005337
Ciclev10031627m	GO:0005515
Ciclev10031628m	GO:0005515
Ciclev10031629m	
Ciclev10031630m	GO:0003676,GO:0006810,GO:0005622
Ciclev10031631m	GO:0016020
Ciclev10031632m	
Ciclev10031633m	
Ciclev10031634m	
Ciclev10031635m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031636m	
Ciclev10031637m	
Ciclev10031638m	GO:0005515
Ciclev10031639m	GO:0006508,GO:0004190
Ciclev10031640m	GO:0005515
Ciclev10031641m	GO:0006508,GO:0004190
Ciclev10031642m	
Ciclev10031643m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031644m	
Ciclev10031645m	GO:0006468,GO:0004672
Ciclev10031646m	GO:0016020,GO:0006810,GO:0005337
Ciclev10031647m	GO:0044267,GO:0005524,GO:0051082,GO:0006457
Ciclev10031648m	GO:0008889,GO:0006071
Ciclev10031649m	GO:0003676,GO:0008270
Ciclev10031650m	GO:0005515
Ciclev10031651m	GO:0016597,GO:0008152
Ciclev10031652m	GO:0016020
Ciclev10031653m	GO:0030570
Ciclev10031654m	
Ciclev10031655m	
Ciclev10031656m	
Ciclev10031657m	GO:0005524
Ciclev10031658m	GO:0055085,GO:0016021
Ciclev10031659m	GO:0016020
Ciclev10031660m	
Ciclev10031661m	
Ciclev10031662m	GO:0008152,GO:0003824
Ciclev10031663m	GO:0008234,GO:0006508
Ciclev10031664m	GO:0055085,GO:0046873,GO:0030001,GO:0016020
Ciclev10031665m	GO:0055085,GO:0046873,GO:0030001,GO:0016020
Ciclev10031666m	
Ciclev10031667m	
Ciclev10031668m	
Ciclev10031669m	GO:0005975,GO:0004563,GO:0004553
Ciclev10031670m	
Ciclev10031671m	
Ciclev10031672m	
Ciclev10031673m	
Ciclev10031674m	GO:0016597,GO:0008152
Ciclev10031675m	GO:0005515
Ciclev10031676m	
Ciclev10031677m	
Ciclev10031678m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031679m	
Ciclev10031680m	
Ciclev10031681m	GO:0055114,GO:0016491,GO:0006520
Ciclev10031682m	GO:0003824
Ciclev10031683m	
Ciclev10031684m	
Ciclev10031685m	GO:0030170,GO:0008483
Ciclev10031686m	
Ciclev10031687m	GO:0005515
Ciclev10031688m	
Ciclev10031689m	GO:0006468,GO:0004672
Ciclev10031690m	
Ciclev10031691m	GO:0019901,GO:0006355,GO:0000079
Ciclev10031692m	GO:0031072
Ciclev10031693m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031694m	GO:0009116
Ciclev10031695m	GO:0005975,GO:0004553
Ciclev10031696m	GO:0016787,GO:0008152
Ciclev10031697m	
Ciclev10031698m	GO:0016787,GO:0008152
Ciclev10031699m	GO:0008270
Ciclev10031700m	GO:0003677,GO:0003700,GO:0045449,GO:0005634,GO:0006355
Ciclev10031701m	
Ciclev10031702m	GO:0016597,GO:0008152
Ciclev10031703m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031705m	GO:0006508,GO:0004190
Ciclev10031706m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10031707m	
Ciclev10031708m	
Ciclev10031709m	
Ciclev10031710m	GO:0008270,GO:0003676
Ciclev10031711m	
Ciclev10031712m	
Ciclev10031713m	GO:0005515
Ciclev10031714m	GO:0005515
Ciclev10031715m	
Ciclev10031716m	
Ciclev10031717m	GO:0004594,GO:0005524,GO:0015937
Ciclev10031718m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031719m	GO:0000049
Ciclev10031720m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031721m	
Ciclev10031722m	
Ciclev10031723m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031724m	
Ciclev10031725m	GO:0051539,GO:0006777,GO:0019008,GO:0051536,GO:0003824
Ciclev10031726m	GO:0051536,GO:0003824,GO:0051539,GO:0019008,GO:0006777
Ciclev10031727m	GO:0003824
Ciclev10031728m	GO:0016791,GO:0016311
Ciclev10031729m	
Ciclev10031730m	
Ciclev10031731m	
Ciclev10031732m	
Ciclev10031733m	GO:0009982,GO:0009451,GO:0003723,GO:0001522
Ciclev10031734m	GO:0006468,GO:0004672
Ciclev10031735m	GO:0009116
Ciclev10031736m	GO:0016779,GO:0005622
Ciclev10031737m	
Ciclev10031738m	GO:0030170,GO:0016769,GO:0009058
Ciclev10031739m	GO:0055114,GO:0016491
Ciclev10031740m	GO:0016021,GO:0004659
Ciclev10031741m	GO:0016788,GO:0006629
Ciclev10031742m	GO:0016787,GO:0008152
Ciclev10031743m	GO:0008234,GO:0006508
Ciclev10031744m	GO:0016624,GO:0008152
Ciclev10031745m	
Ciclev10031746m	GO:0016021,GO:0004659
Ciclev10031747m	
Ciclev10031748m	GO:0008168,GO:0008152,GO:0006694
Ciclev10031749m	GO:0005515
Ciclev10031750m	
Ciclev10031751m	GO:0016021,GO:0004659
Ciclev10031752m	GO:0005515,GO:0006355
Ciclev10031753m	GO:0016788,GO:0006629
Ciclev10031754m	GO:0016624,GO:0008152
Ciclev10031755m	GO:0005515,GO:0006468,GO:0005524,GO:0004672
Ciclev10031756m	GO:0005524
Ciclev10031757m	
Ciclev10031758m	GO:0005515,GO:0016020
Ciclev10031759m	GO:0055085,GO:0016021,GO:0008324,GO:0006812
Ciclev10031760m	
Ciclev10031761m	GO:0003830,GO:0006487,GO:0016020
Ciclev10031762m	
Ciclev10031763m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10031764m	
Ciclev10031765m	GO:0042578,GO:0005975
Ciclev10031766m	
Ciclev10031767m	
Ciclev10031768m	GO:0030170,GO:0008152,GO:0003824
Ciclev10031769m	GO:0005639
Ciclev10031770m	
Ciclev10031771m	GO:0005524
Ciclev10031772m	GO:0003676
Ciclev10031773m	GO:0005634,GO:0003677
Ciclev10031774m	
Ciclev10031775m	
Ciclev10031776m	GO:0005634,GO:0003677
Ciclev10031777m	GO:0005515,GO:0043161,GO:0006289,GO:0003684
Ciclev10031778m	GO:0005634,GO:0003677
Ciclev10031779m	GO:0005337,GO:0006810,GO:0016020
Ciclev10031780m	GO:0005634,GO:0003677
Ciclev10031781m	GO:0031072
Ciclev10031782m	GO:0005515,GO:0016567,GO:0004842,GO:0000151
Ciclev10031783m	GO:0005515,GO:0016567,GO:0004842,GO:0000151
Ciclev10031784m	GO:0055114,GO:0045300,GO:0006631
Ciclev10031785m	GO:0016780,GO:0008654,GO:0016020
Ciclev10031786m	GO:0005515,GO:0016567,GO:0004842,GO:0000151
Ciclev10031787m	
Ciclev10031788m	
Ciclev10031789m	
Ciclev10031790m	
Ciclev10031791m	GO:0009116
Ciclev10031792m	
Ciclev10031793m	
Ciclev10031794m	GO:0051087,GO:0042803,GO:0006457,GO:0000774
Ciclev10031795m	GO:0016757
Ciclev10031796m	GO:0006221,GO:0003883
Ciclev10031797m	GO:0003824
Ciclev10031798m	GO:0003824
Ciclev10031799m	GO:0006779,GO:0004853
Ciclev10031800m	GO:0016757
