Phpat.001G000100.1	GO:0005089
Phpat.025G013200.2	
Phpat.025G013300.1	
Phpat.025G013400.1	GO:0003677
Phpat.025G013500.1	
Phpat.025G013500.2	
Phpat.025G013600.1	GO:0008234,GO:0006508
Phpat.025G013600.2	GO:0008234,GO:0006508
Phpat.025G013700.1	
Phpat.025G013800.1	GO:0005515
Phpat.025G013900.1	
Phpat.025G014000.1	GO:0004489,GO:0006555,GO:0055114
Phpat.025G014100.1	GO:0003676,GO:0006397
Phpat.025G014100.2	GO:0006397
Phpat.025G014200.1	
Phpat.025G014200.2	
Phpat.025G014300.1	GO:0005515,GO:0000062
Phpat.025G014400.1	
Phpat.025G014500.1	GO:0003676
Phpat.025G014500.2	GO:0003676
Phpat.025G014500.3	
Phpat.025G014500.4	
Phpat.025G014600.1	GO:0003723
Phpat.025G014700.1	
Phpat.025G014800.1	GO:0030599,GO:0042545,GO:0005618
Phpat.025G014800.2	GO:0030599,GO:0042545,GO:0005618
Phpat.025G014900.1	GO:0046872,GO:0030001
Phpat.025G015000.1	
Phpat.025G015100.1	
Phpat.025G015100.2	
Phpat.025G015100.3	
Phpat.025G015100.4	
Phpat.025G015200.1	
Phpat.025G015300.1	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
Phpat.025G015400.1	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
Phpat.025G015500.1	
Phpat.025G015600.1	GO:0005524,GO:0009378,GO:0006281,GO:0006310,GO:0016887
Phpat.025G015700.1	
Phpat.025G015800.1	
Phpat.025G015900.1	GO:0003700,GO:0006355
Phpat.025G016000.1	
Phpat.025G016000.2	
Phpat.025G016100.1	
Phpat.025G016100.2	
Phpat.025G016200.1	GO:0004252,GO:0006508
Phpat.025G016300.1	GO:0016627,GO:0006629,GO:0005737,GO:0016021
Phpat.025G016300.2	GO:0016627,GO:0006629,GO:0005737,GO:0016021
Phpat.025G016300.3	GO:0016627,GO:0006629,GO:0005737,GO:0016021
Phpat.025G016300.4	GO:0016627,GO:0006629,GO:0005737,GO:0016021
Phpat.025G016400.1	
Phpat.025G016500.1	
Phpat.025G016600.1	GO:0008601,GO:0007165,GO:0000159
Phpat.025G016600.2	GO:0008601,GO:0007165,GO:0000159
Phpat.025G016700.1	
Phpat.025G016700.2	
Phpat.025G016700.3	
Phpat.025G016800.1	GO:0016020
Phpat.025G016900.1	GO:0005515
Phpat.025G016900.2	GO:0005515
Phpat.025G017000.1	GO:0008168,GO:0008152
Phpat.025G017100.1	
Phpat.025G017200.1	GO:0005515,GO:0004871,GO:0009416
Phpat.025G017300.1	GO:0006334,GO:0005634
Phpat.025G017300.2	GO:0006334,GO:0005634
Phpat.025G017300.3	GO:0006334,GO:0005634
Phpat.025G017400.1	GO:0016491,GO:0016706,GO:0055114
Phpat.025G017500.1	
Phpat.025G017600.1	
Phpat.025G017700.1	GO:0005515,GO:0006886,GO:0016192,GO:0030131
Phpat.025G017800.1	
Phpat.025G017900.1	GO:0003697,GO:0005524,GO:0006281,GO:0009432
Phpat.025G017900.2	GO:0003697,GO:0005524,GO:0006281,GO:0009432
Phpat.025G018000.1	
Phpat.025G018100.1	
Phpat.025G018100.2	
Phpat.025G018100.3	
Phpat.025G018200.1	GO:0000156,GO:0000160,GO:0006355,GO:0005515
Phpat.025G018300.1	
Phpat.025G018400.1	
Phpat.025G018500.1	
Phpat.025G018600.1	
Phpat.025G018600.2	GO:0003676
Phpat.025G018700.1	GO:0000156,GO:0000160,GO:0006355,GO:0005515
Phpat.025G018800.1	GO:0016787
Phpat.025G018800.2	GO:0016787
Phpat.025G018900.1	
Phpat.025G019000.1	GO:0000287,GO:0004427,GO:0006796,GO:0005737
Phpat.025G019000.2	GO:0000287,GO:0004427,GO:0006796,GO:0005737
Phpat.025G019100.1	
Phpat.025G019100.2	
Phpat.025G019100.3	
Phpat.025G019100.4	
Phpat.025G019100.5	
Phpat.025G019200.1	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226
Phpat.025G019200.2	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226
Phpat.025G019200.3	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226
Phpat.025G019300.1	GO:0005515
Phpat.025G019300.2	GO:0005515
Phpat.025G019300.3	GO:0005515
Phpat.025G019400.1	GO:0016853,GO:0005975
Phpat.025G019400.2	GO:0016853,GO:0005975
Phpat.025G019500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G019600.1	GO:0005515,GO:0005543
Phpat.025G019700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G019800.1	
Phpat.025G019800.2	
Phpat.025G019800.3	
Phpat.025G019800.4	
Phpat.025G019800.5	
Phpat.025G019800.6	
Phpat.025G019900.1	
Phpat.025G020000.1	GO:0008168,GO:0008173,GO:0006396,GO:0001510,GO:0009452
Phpat.025G020000.2	GO:0008168,GO:0008173,GO:0006396,GO:0001510,GO:0009452
Phpat.025G020000.3	GO:0008168,GO:0008173,GO:0006396,GO:0001510,GO:0009452
Phpat.025G020000.4	GO:0008168,GO:0008173,GO:0006396,GO:0001510,GO:0009452
Phpat.025G020000.5	GO:0008168,GO:0008173,GO:0006396,GO:0001510,GO:0009452
Phpat.025G020100.1	
Phpat.025G020200.1	
Phpat.025G020300.1	GO:0016491,GO:0008152
Phpat.025G020400.1	
Phpat.025G020400.2	
Phpat.025G020400.3	
Phpat.025G020500.1	GO:0006886,GO:0016192
Phpat.025G020500.2	GO:0006886,GO:0016192
Phpat.025G020600.1	
Phpat.025G020600.2	
Phpat.025G020600.3	
Phpat.025G020700.1	GO:0003676
Phpat.025G020700.2	GO:0003676
Phpat.025G020700.3	GO:0003676
Phpat.025G020800.1	
Phpat.025G020900.1	GO:0005524
Phpat.025G021000.1	
Phpat.025G021000.2	
Phpat.025G021000.3	
Phpat.025G021100.1	
Phpat.025G021200.1	GO:0009228
Phpat.025G021200.2	GO:0009228
Phpat.025G021200.3	GO:0009228
Phpat.025G021300.1	
Phpat.025G021400.1	GO:0006810,GO:0016021
Phpat.025G021500.1	
Phpat.025G021500.2	
Phpat.025G021600.1	
Phpat.025G021700.1	GO:0006520,GO:0055114,GO:0016491,GO:0050661
Phpat.025G021700.2	GO:0006520,GO:0055114,GO:0016491,GO:0050661
Phpat.025G021700.3	GO:0006520,GO:0055114,GO:0016491,GO:0050661
Phpat.025G021700.4	GO:0006520,GO:0055114,GO:0016491,GO:0050661
Phpat.025G021800.1	
Phpat.025G021900.1	GO:0008652,GO:0006520,GO:0055114,GO:0016597,GO:0008152,GO:0016491,GO:0050661
Phpat.025G022000.1	
Phpat.025G022100.1	
Phpat.025G022200.1	
Phpat.025G022300.1	
Phpat.025G022300.2	
Phpat.025G022400.1	
Phpat.025G022500.1	
Phpat.025G022600.1	
Phpat.025G022700.1	
Phpat.025G022800.1	
Phpat.025G022900.1	GO:0022857,GO:0055085,GO:0016021
Phpat.025G023000.1	
Phpat.025G023100.1	GO:0005515
Phpat.025G023200.1	
Phpat.025G023300.1	
Phpat.025G023400.1	
Phpat.025G023500.1	
Phpat.025G023600.1	GO:0005515
Phpat.025G023700.1	GO:0005515
Phpat.025G023800.1	
Phpat.025G023900.1	GO:0016881,GO:0006464,GO:0005622
Phpat.025G024000.1	GO:0008152,GO:0016831,GO:0030170,GO:0019752
Phpat.025G024000.2	GO:0016740,GO:0030170,GO:0009058,GO:0008152,GO:0016831,GO:0019752
Phpat.025G024100.1	GO:0005515
Phpat.025G024200.1	
Phpat.025G024200.2	
Phpat.025G024200.3	
Phpat.025G024300.1	
Phpat.025G024400.1	GO:0003843,GO:0006075,GO:0000148,GO:0016020
Phpat.025G024400.2	GO:0003843,GO:0006075,GO:0000148,GO:0016020
Phpat.025G024500.1	
Phpat.025G024600.1	GO:0016790,GO:0006633
Phpat.025G024700.1	GO:0005515
Phpat.025G024800.1	
Phpat.025G024900.1	GO:0016020
Phpat.025G025000.1	
Phpat.025G025100.1	
Phpat.025G025100.2	
Phpat.025G025100.3	
Phpat.025G025100.4	
Phpat.025G025100.5	
Phpat.025G025100.6	
Phpat.025G025200.1	
Phpat.025G025300.1	GO:0016740,GO:0030170,GO:0009058,GO:0016846
Phpat.025G025400.1	GO:0005515
Phpat.025G025500.1	
Phpat.025G025600.1	
Phpat.025G025600.2	
Phpat.025G025700.1	
Phpat.025G025800.1	GO:0003677,GO:0046983
Phpat.025G025900.1	
Phpat.025G026000.1	GO:0003824,GO:0005992
Phpat.025G026100.1	GO:0016787
Phpat.025G026200.1	GO:0016787
Phpat.025G026200.2	GO:0016787
Phpat.025G026300.1	GO:0005215,GO:0006810,GO:0055085,GO:0016020
Phpat.025G026400.1	GO:0005509,GO:0015979,GO:0009523,GO:0009654,GO:0019898
Phpat.025G026500.1	GO:0005515
Phpat.025G026500.2	GO:0005515
Phpat.025G026500.3	GO:0005515
Phpat.025G026500.4	GO:0005515
Phpat.025G026600.1	GO:0004672,GO:0005524,GO:0006468,GO:0003824
Phpat.025G026600.2	GO:0004672,GO:0005524,GO:0006468,GO:0003824
Phpat.025G026700.1	
Phpat.025G026700.2	
Phpat.025G026700.3	
Phpat.025G026800.1	
Phpat.025G026900.1	
Phpat.025G027000.1	GO:0005215,GO:0006814,GO:0055085,GO:0016020,GO:0008324,GO:0006813,GO:0015137,GO:0015746,GO:0016021
Phpat.025G027100.1	
Phpat.025G027200.1	GO:0005524,GO:0008134,GO:0006355,GO:0005515,GO:0019538,GO:0016887
Phpat.025G027300.1	
Phpat.025G027400.1	GO:0005515
Phpat.025G027400.2	GO:0005515
Phpat.025G027500.1	
Phpat.025G027600.1	GO:0008234,GO:0006508
Phpat.025G027700.1	
Phpat.025G027800.1	
Phpat.025G027800.2	
Phpat.025G027800.3	
Phpat.025G027800.4	
Phpat.025G027800.5	
Phpat.025G027800.6	
Phpat.025G027800.7	
Phpat.025G027900.1	
Phpat.025G028000.1	GO:0005515
Phpat.025G028000.2	GO:0005515
Phpat.025G028100.1	
Phpat.025G028200.1	
Phpat.025G028300.1	
Phpat.025G028400.1	GO:0005515
Phpat.025G028400.2	GO:0005515
Phpat.025G028400.3	GO:0005515
Phpat.025G028400.4	GO:0005515
Phpat.025G028400.5	GO:0005515
Phpat.025G028500.1	GO:0003924,GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.025G028600.1	
Phpat.025G028700.1	GO:0004806,GO:0006629
Phpat.025G028800.1	
Phpat.025G028800.2	
Phpat.025G028800.3	
Phpat.025G028900.1	
Phpat.025G029000.1	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
Phpat.025G029100.1	GO:0005524,GO:0019205,GO:0006139
Phpat.025G029200.1	
Phpat.025G029300.1	
Phpat.025G029400.1	
Phpat.025G029500.1	GO:0005515
Phpat.025G029500.2	GO:0005515
Phpat.025G029500.3	GO:0005515
Phpat.025G029600.1	
Phpat.025G029600.2	
Phpat.025G029700.1	GO:0008236,GO:0006508
Phpat.025G029700.2	GO:0008236,GO:0006508
Phpat.025G029800.1	
Phpat.025G029900.1	
Phpat.025G029900.2	
Phpat.025G029900.3	
Phpat.025G029900.4	
Phpat.025G029900.5	
Phpat.025G030000.1	
Phpat.025G030100.1	
Phpat.025G030100.2	
Phpat.025G030100.3	
Phpat.025G030200.1	
Phpat.025G030300.1	
Phpat.025G030400.1	
Phpat.025G030500.1	
Phpat.025G030500.2	
Phpat.025G030500.3	
Phpat.025G030600.1	
Phpat.025G030700.1	
Phpat.025G030800.1	GO:0042578
Phpat.025G030900.1	
Phpat.025G031000.1	GO:0046933,GO:0046961,GO:0015991,GO:0033178
Phpat.025G031100.1	
Phpat.025G031100.2	
Phpat.025G031200.1	
Phpat.025G031200.2	
Phpat.025G031300.1	GO:0016491,GO:0016706,GO:0055114
Phpat.025G031400.1	GO:0003676
Phpat.025G031500.1	
Phpat.025G031500.2	
Phpat.025G031500.3	
Phpat.025G031600.1	
Phpat.025G031700.1	
Phpat.025G031800.1	GO:0008270,GO:0003677
Phpat.025G031900.1	
Phpat.025G031900.2	
Phpat.025G031900.3	
Phpat.025G032000.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.025G032100.1	
Phpat.025G032200.1	
Phpat.025G032300.1	GO:0003677,GO:0005634
Phpat.025G032300.2	GO:0003677,GO:0005634
Phpat.025G032300.3	GO:0003677,GO:0005634
Phpat.025G032400.1	GO:0003677,GO:0005634
Phpat.025G032500.1	GO:0016773
Phpat.025G032500.2	GO:0016773
Phpat.025G032500.3	GO:0016773
Phpat.025G032500.4	GO:0016773
Phpat.025G032500.5	GO:0016773
Phpat.025G032500.6	GO:0016773
Phpat.025G032600.1	GO:0015031,GO:0016021
Phpat.025G032600.2	GO:0015031,GO:0016021
Phpat.025G032600.3	GO:0015031,GO:0016021
Phpat.025G032600.4	GO:0015031,GO:0016021
Phpat.025G032600.5	GO:0015031,GO:0016021
Phpat.025G032700.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.025G032800.1	GO:0005515,GO:0007165,GO:0005622
Phpat.025G032800.2	GO:0005515,GO:0007165,GO:0005622
Phpat.025G032900.1	
Phpat.025G033000.1	
Phpat.025G033100.1	
Phpat.025G033100.2	
Phpat.025G033100.3	
Phpat.025G033100.4	
Phpat.025G033200.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.025G033300.1	
Phpat.025G033400.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G033400.2	GO:0004672,GO:0005524,GO:0006468
Phpat.025G033400.3	GO:0004672,GO:0005524,GO:0006468
Phpat.025G033500.1	GO:0005515,GO:0003677,GO:0006355
Phpat.025G033500.2	
Phpat.025G033600.1	
Phpat.025G033700.1	
Phpat.025G033800.1	
Phpat.025G033800.2	
Phpat.025G033900.1	
Phpat.025G034000.1	
Phpat.025G034100.1	
Phpat.025G034200.1	GO:0016491,GO:0055114
Phpat.025G034300.1	
Phpat.025G034400.1	GO:0004332,GO:0006096
Phpat.025G034400.2	GO:0004332,GO:0006096
Phpat.025G034500.1	
Phpat.025G034500.2	
Phpat.025G034600.1	
Phpat.025G034700.1	GO:0004298,GO:0051603,GO:0005839
Phpat.025G034800.1	GO:0016491,GO:0008152
Phpat.025G034900.1	
Phpat.025G035000.1	
Phpat.025G035100.1	
Phpat.025G035200.1	
Phpat.025G035300.1	
Phpat.025G035300.2	
Phpat.025G035400.1	GO:0016491,GO:0016706,GO:0055114
Phpat.025G035400.2	GO:0016491,GO:0016706,GO:0055114
Phpat.025G035500.1	
Phpat.025G035500.2	
Phpat.025G035600.1	
Phpat.025G035700.1	
Phpat.025G035700.2	
Phpat.025G035700.3	
Phpat.025G035800.1	
Phpat.025G035800.2	
Phpat.025G035900.1	
Phpat.025G036000.1	GO:0055085,GO:0016021
Phpat.025G036100.1	
Phpat.025G036100.2	
Phpat.025G036100.3	
Phpat.025G036200.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G036300.1	
Phpat.025G036300.2	
Phpat.025G036400.1	
Phpat.025G036400.2	
Phpat.025G036400.3	
Phpat.025G036400.4	
Phpat.025G036500.1	
Phpat.025G036600.1	GO:0006891,GO:0030173
Phpat.025G036600.2	GO:0006891,GO:0030173
Phpat.025G036700.1	GO:0004519
Phpat.025G036800.1	GO:0003676,GO:0008168,GO:0032259
Phpat.025G036900.1	GO:0008152
Phpat.025G037000.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.025G037100.1	
Phpat.025G037200.1	GO:0019239,GO:0009168
Phpat.025G037300.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G037400.1	
Phpat.025G037500.1	
Phpat.025G037500.2	
Phpat.025G037600.1	
Phpat.025G037700.1	
Phpat.025G037800.1	GO:0016868,GO:0005975
Phpat.025G037800.2	GO:0016868,GO:0005975
Phpat.025G037800.3	GO:0016868,GO:0005975
Phpat.025G037800.4	GO:0016868,GO:0005975
Phpat.025G037900.1	
Phpat.025G038000.1	
Phpat.025G038100.1	
Phpat.025G038200.1	
Phpat.025G038300.1	
Phpat.025G038400.1	
Phpat.025G038500.1	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
Phpat.025G038600.1	GO:0005515
Phpat.025G038700.1	
Phpat.025G038800.1	
Phpat.025G038900.1	GO:0006626,GO:0045039,GO:0042719
Phpat.025G038900.2	GO:0006626,GO:0045039,GO:0042719
Phpat.025G039000.1	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0016787
Phpat.025G039100.1	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
Phpat.025G039200.1	GO:0006886,GO:0016192,GO:0030117,GO:0005515,GO:0005198,GO:0030126
Phpat.025G039200.2	GO:0006886,GO:0016192,GO:0030117,GO:0005515,GO:0005198,GO:0030126
Phpat.025G039200.3	GO:0006886,GO:0016192,GO:0030117,GO:0005515,GO:0005198,GO:0030126
Phpat.025G039300.1	
Phpat.025G039300.2	
Phpat.025G039400.1	
Phpat.025G039500.1	
Phpat.025G039600.1	
Phpat.025G039700.1	GO:0046872,GO:0030001
Phpat.025G039800.1	
Phpat.025G039900.1	GO:0046872,GO:0030001
Phpat.025G040000.1	GO:0046872,GO:0030001
Phpat.025G040000.2	GO:0046872,GO:0030001
Phpat.025G040100.1	
Phpat.025G040200.1	GO:0046872,GO:0030001
Phpat.025G040300.1	GO:0046872,GO:0030001
Phpat.025G040400.1	GO:0046872,GO:0030001
Phpat.025G040500.1	GO:0008233,GO:0006508,GO:0016485,GO:0016021
Phpat.025G040500.2	GO:0008233,GO:0006508,GO:0016485,GO:0016021
Phpat.025G040600.1	
Phpat.025G040600.2	
Phpat.025G040700.1	
Phpat.025G040800.1	GO:0015267,GO:0006812,GO:0046931,GO:0052331,GO:0046930
Phpat.025G040900.1	
Phpat.025G041000.1	
Phpat.025G041100.1	
Phpat.025G041100.2	
Phpat.025G041100.3	
Phpat.025G041200.1	
Phpat.025G041300.1	
Phpat.025G041400.1	GO:0005515
Phpat.025G041500.1	
Phpat.025G041600.1	GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005737,GO:0004812,GO:0006418
Phpat.025G041600.2	GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005737,GO:0004812,GO:0006418
Phpat.025G041600.3	GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005737,GO:0004812,GO:0006418
Phpat.025G041700.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.025G041800.1	
Phpat.025G041900.1	
Phpat.025G041900.2	
Phpat.025G042000.1	
Phpat.025G042000.2	
Phpat.025G042100.1	GO:0008146
Phpat.025G042100.2	GO:0008146
Phpat.025G042200.1	
Phpat.025G042300.1	
Phpat.025G042400.1	
Phpat.025G042500.1	
Phpat.025G042600.1	
Phpat.025G042700.1	
Phpat.025G042800.1	
Phpat.025G042900.1	
Phpat.025G043000.1	GO:0016760,GO:0030244,GO:0016020
Phpat.025G043100.1	
Phpat.025G043100.2	
Phpat.025G043200.1	GO:0005515
Phpat.025G043300.1	GO:0016021
Phpat.025G043400.1	GO:0003951,GO:0008152
Phpat.025G043500.1	GO:0003824
Phpat.025G043500.2	GO:0003824
Phpat.025G043600.1	
Phpat.025G043700.1	
Phpat.025G043800.1	GO:0005507,GO:0009055
Phpat.025G043800.2	GO:0005507,GO:0009055
Phpat.025G043900.1	
Phpat.025G043900.2	
Phpat.025G044000.1	
Phpat.025G044000.2	
Phpat.025G044000.3	
Phpat.025G044100.1	
Phpat.025G044100.2	
Phpat.025G044100.3	
Phpat.025G044100.4	
Phpat.025G044100.5	
Phpat.025G044200.1	GO:0016491,GO:0016706,GO:0055114
Phpat.025G044300.1	GO:0005507,GO:0009055
Phpat.025G044400.1	GO:0005515
Phpat.025G044400.2	
Phpat.025G044500.1	GO:0031072
Phpat.025G044500.2	GO:0031072
Phpat.025G044500.3	GO:0031072
Phpat.025G044500.4	GO:0031072
Phpat.025G044600.1	
Phpat.025G044700.1	
Phpat.025G044800.1	
Phpat.025G044900.1	GO:0016020,GO:0055085
Phpat.025G045000.1	GO:0003676
Phpat.025G045000.2	GO:0003676
Phpat.025G045000.3	GO:0003676
Phpat.025G045100.1	
Phpat.025G045200.1	
Phpat.025G045300.1	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
Phpat.025G045400.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G045400.2	GO:0004672,GO:0005524,GO:0006468
Phpat.025G045500.1	
Phpat.025G045600.1	
Phpat.025G045700.1	
Phpat.025G045800.1	GO:0004806,GO:0006629
Phpat.025G045900.1	
Phpat.025G046000.1	GO:0055085
Phpat.025G046000.2	GO:0055085
Phpat.025G046000.3	GO:0055085
Phpat.025G046100.1	
Phpat.025G046200.1	
Phpat.025G046300.1	
Phpat.025G046300.2	
Phpat.025G046400.1	
Phpat.025G046500.1	GO:0016620,GO:0055114
Phpat.025G046600.1	
Phpat.025G046700.1	
Phpat.025G046700.2	
Phpat.025G046800.1	
Phpat.025G046900.1	
Phpat.025G047000.1	
Phpat.025G047100.1	GO:0005515
Phpat.025G047100.2	GO:0005515
Phpat.025G047100.3	GO:0005515
Phpat.025G047100.4	GO:0005515
Phpat.025G047100.5	GO:0005515
Phpat.025G047100.6	GO:0005515
Phpat.025G047100.7	GO:0005515
Phpat.025G047200.1	
Phpat.025G047300.1	
Phpat.025G047400.1	
Phpat.025G047500.1	
Phpat.025G047600.1	GO:0016779
Phpat.025G047600.2	GO:0016779
Phpat.025G047600.3	GO:0016779
Phpat.025G047700.1	
Phpat.025G047800.1	
Phpat.025G047900.1	
Phpat.025G048000.1	GO:0003677,GO:0003899,GO:0006351,GO:0005634
Phpat.025G048100.1	
Phpat.025G048200.1	GO:0046872,GO:0030001
Phpat.025G048200.2	GO:0046872,GO:0030001
Phpat.025G048200.3	GO:0046872,GO:0030001
Phpat.025G048200.4	GO:0046872,GO:0030001
Phpat.025G048300.1	GO:0008270
Phpat.025G048300.2	GO:0008270
Phpat.025G048300.3	GO:0008270
Phpat.025G048300.4	GO:0008270
Phpat.025G048300.5	GO:0008270
Phpat.025G048300.6	GO:0008270
Phpat.025G048300.7	GO:0008270
Phpat.025G048400.1	
Phpat.025G048500.1	
Phpat.025G048600.1	
Phpat.025G048700.1	GO:0008080
Phpat.025G048800.1	GO:0016491,GO:0008152
Phpat.025G048900.1	
Phpat.025G049000.1	
Phpat.025G049000.2	
Phpat.025G049100.1	
Phpat.025G049200.1	GO:0005515
Phpat.025G049300.1	
Phpat.025G049400.1	
Phpat.025G049500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.025G049500.2	GO:0004672,GO:0005524,GO:0006468
Phpat.025G049500.3	GO:0004672,GO:0005524,GO:0006468
Phpat.025G049500.4	GO:0004672,GO:0005524,GO:0006468
Phpat.025G049600.1	
Phpat.025G049700.1	
Phpat.025G049700.2	
Phpat.025G049700.3	
Phpat.025G049800.1	
Phpat.025G049900.1	GO:0022857,GO:0055085,GO:0016021
Phpat.025G049900.2	GO:0022857,GO:0055085,GO:0016021
Phpat.025G049900.3	GO:0022857,GO:0055085,GO:0016021
Phpat.025G049900.4	GO:0022857,GO:0055085,GO:0016021
Phpat.025G049900.5	GO:0022857,GO:0055085,GO:0016021
Phpat.025G049900.6	GO:0022857,GO:0055085,GO:0016021
Phpat.025G050000.1	GO:0016790,GO:0006633
Phpat.025G050000.2	GO:0016790,GO:0006633
Phpat.025G050100.1	GO:0016757
Phpat.025G050200.1	
Phpat.025G050300.1	
Phpat.025G050300.2	
Phpat.025G050300.3	
Phpat.025G050300.4	
Phpat.025G050300.5	
Phpat.025G050400.1	
Phpat.025G050500.1	GO:0030515,GO:0031120,GO:0042254
Phpat.025G050600.1	GO:0004559,GO:0005975,GO:0015923,GO:0006013,GO:0004553,GO:0008270
Phpat.025G050600.2	GO:0004559,GO:0005975,GO:0015923,GO:0006013,GO:0004553,GO:0008270
Phpat.025G050700.1	GO:0000049
Phpat.025G050700.2	GO:0000049
Phpat.025G050800.1	GO:0030599,GO:0042545,GO:0005618
Phpat.025G050900.1	
Phpat.025G050900.2	
Phpat.025G050900.3	
Phpat.025G050900.4	
Phpat.025G051000.1	GO:0005337,GO:0006810,GO:0016021
Phpat.025G051100.1	
Phpat.025G051200.1	GO:0003677,GO:0003899,GO:0006351
Phpat.025G051300.1	GO:0003677,GO:0003899,GO:0006351
Phpat.025G051400.1	GO:0003677,GO:0005524
Phpat.025G051500.1	
Phpat.025G051600.1	
Phpat.025G051700.1	GO:0003924,GO:0005525
Phpat.025G051800.1	
Phpat.025G051900.1	GO:0003697,GO:0005524,GO:0006281,GO:0009432
Phpat.025G051900.2	GO:0003697,GO:0005524,GO:0006281,GO:0009432
Phpat.025G052000.1	
Phpat.025G052100.1	
Phpat.025G052200.1	GO:0046872,GO:0030001
Phpat.025G052300.1	GO:0004298,GO:0051603,GO:0005839,GO:0004175,GO:0006511,GO:0019773
Phpat.025G052300.2	GO:0004298,GO:0051603,GO:0005839,GO:0004175,GO:0006511,GO:0019773
Phpat.025G052400.1	GO:0004252,GO:0006508
Phpat.025G052400.2	GO:0004252,GO:0006508
Phpat.025G052500.1	GO:0005515
Phpat.025G052600.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.025G052600.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.025G052600.3	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.025G052700.1	
Phpat.025G052800.1	
Phpat.025G052900.1	GO:0005515
Phpat.025G053000.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.025G053100.1	
Phpat.025G053200.1	
Phpat.025G053300.1	
Phpat.025G053400.1	
Phpat.026G000100.1	
Phpat.026G000200.1	
Phpat.026G000300.1	
Phpat.026G000400.1	GO:0015267,GO:0006812,GO:0046931,GO:0052331,GO:0046930
Phpat.026G000500.1	
Phpat.026G000500.2	
Phpat.026G000500.3	
Phpat.026G000500.4	
Phpat.026G000600.1	
Phpat.026G000700.1	
Phpat.026G000800.1	GO:0004553,GO:0005975,GO:0030246
Phpat.026G000900.1	GO:0001104,GO:0006355,GO:0016592
Phpat.026G001000.1	
Phpat.026G001100.1	
Phpat.026G001100.2	
Phpat.026G001200.1	
Phpat.026G001300.1	
Phpat.026G001300.2	
Phpat.026G001400.1	GO:0008060,GO:0008270,GO:0032312
Phpat.026G001400.2	GO:0008060,GO:0008270,GO:0032312
Phpat.026G001500.1	
Phpat.026G001600.1	
Phpat.026G001700.1	
Phpat.026G001800.1	
Phpat.026G001900.1	GO:0005525
Phpat.026G002000.1	
Phpat.026G002100.1	
Phpat.026G002200.1	GO:0003676,GO:0005524,GO:0008026,GO:0004386,GO:0003723,GO:0004525,GO:0006396,GO:0005515,GO:0016891,GO:0003677,GO:0016787
Phpat.026G002200.2	GO:0003676,GO:0005524,GO:0008026,GO:0004386,GO:0003723,GO:0004525,GO:0006396,GO:0005515,GO:0016891,GO:0003677,GO:0016787
Phpat.026G002200.3	GO:0003676,GO:0004386,GO:0005524,GO:0003723,GO:0004525,GO:0006396,GO:0005515,GO:0016891
Phpat.026G002200.4	GO:0003723,GO:0004525,GO:0006396,GO:0005515,GO:0016891
Phpat.026G002300.1	GO:0005515
Phpat.026G002400.1	GO:0004672,GO:0005524,GO:0006468
Phpat.026G002400.2	GO:0004672,GO:0005524,GO:0006468
Phpat.026G002500.1	GO:0005515
